,from,to,sign,weight
724,ATM,CHEK2,1,0.999
725,ATM,COP1,-1,0.934
726,ATM,CREB1,-1,0.821
727,ATM,DAXX,-1,0.715
728,ATM,DBF4,-1,0.474
729,ATM,DCLRE1C,1,0.967
730,ATM,DYRK2,1,0.95
731,ATM,E2F1,1,0.973
732,ATM,EP300,1,0.559
733,ATM,FANCA,1,0.55
734,ATM,FANCD2,1,0.992
735,ATM,FBXO31,1,0.56
736,ATM,H2AFX,1,0.997
737,ATM,HIF1A,1,0.734
738,ATM,HMGA2,1,0.44
739,ATM,KHSRP,1,0.543
740,ATM,MDC1,1,0.993
741,ATM,MRE11,1,0.998
742,ATM,NBN,1,0.994
743,ATM,PLK1,-1,0.632
744,ATM,PPP2R5C,1,0.485
745,ATM,PRKDC,1,0.976
746,ATM,RAD17,1,0.997
747,ATM,RAD51,1,0.992
748,ATM,RAD9A,1,0.995
749,ATM,RASSF1,1,0.779
750,ATM,RPA1,-1,0.978
751,ATM,RPA2,1,0.991
752,ATM,RRM2B,1,0.796
753,ATM,SIAH1,-1,0.233
754,ATM,SLX4,1,0.96
755,ATM,SP1,1,0.601
756,ATM,STK11,1,0.78
757,ATM,TAOK1,1,0.918
758,ATM,TAOK3,1,0.951
759,ATM,TERF1,1,0.875
760,ATM,TERF2,1,0.977
761,ATM,TOPBP1,1,0.995
762,ATM,TP53BP1,1,0.997
763,ATM,TP63,-1,0.287
764,ATM,TRAF6,1,0.43
765,ATM,USP28,1,0.346
766,ATM,ZNF420,-1,0.903
767,ATM,NFKBIA,1,0.594
768,ATM,SRSF1,1,0.357
769,ATM,ATMIN,1,0.803
770,ATM,CCDC6,1,0.197
771,ATM,CEP164,1,0.155
772,ATM,DCLRE1A,1,0.554
773,ATM,MCM3,1,0.675
774,ATM,NABP2,1,0.726
775,ATM,PNKP,1,0.63
776,ATM,RNF20,1,0.747
777,ATM,SMC1A,1,0.921
778,ATM,SMC3,1,0.979
779,ATM,TDP1,1,0.583
780,ATM,ZNF148,1,0.57
781,ATOH1,HES5,1,0.537
782,ATOH1,POU4F3,1,0.626
783,ATOH1,BARHL1,1,0.54
784,ATP6V0D1,ATP6AP2,1,0.944
785,ATR,ABL1,1,0.958
786,ATR,ATM,1,0.993
787,ATR,ATRIP,1,0.978
788,ATR,BRCA1,1,0.974
789,ATR,CHEK1,1,0.999
790,ATR,CHEK2,1,0.998
791,ATR,CLSPN,-1,0.957
792,ATR,DBF4,-1,0.966
793,ATR,E2F1,1,0.4
794,ATR,FANCA,1,0.942
795,ATR,FANCD2,1,0.965
796,ATR,FANCI,1,0.931
797,ATR,FANCL,1,0.918
798,ATR,H2AFX,1,0.99
799,ATR,KMT2A,1,0.231
800,ATR,NBN,1,0.978
801,ATR,PLK1,-1,0.383
802,ATR,POLH,1,0.639
803,ATR,PRKDC,1,0.494
804,ATR,RAD1,1,0.982
805,ATR,RAD17,1,0.998
806,ATR,RBBP8,1,0.97
807,ATR,RPA1,-1,0.994
808,ATR,RPA2,1,0.99
809,ATR,SP1,1,0.264
810,ATR,TOPBP1,1,0.995
811,ATR,UIMC1,1,0.215
812,ATR,XPA,1,0.717
813,ATR,XPC,1,0.694
814,ATR,CEP164,1,0.937
815,ATR,SMC1A,1,0.97
816,ATR,MCM2,1,0.98
817,ATR,MCM4,1,0.962
818,ATR,MCM6,1,0.933
819,ATR,SMARCC2,1,0.196
820,ATRIP,ATR,1,0.978
821,ATRIP,BRCA1,1,0.97
822,ATRIP,TOPBP1,1,0.992
823,ATXN2,PRKN,1,0.499
824,ATXN2L,MPL,-1,0.611
825,AURKB,ATM,1,0.682
826,AURKB,CENPA,1,0.999
827,AURKB,DAPK2,1,0.173
828,AURKB,H3F3A,1,0.696
829,AURKB,H3F3B,1,0.695
830,AURKB,INCENP,1,0.999
831,AURKB,KNL1,-1,0.957
832,AURKB,NPM1,1,0.947
833,AURKB,PRKACA,1,0.185
834,AURKB,RACGAP1,1,0.994
835,AURKB,RASSF1,-1,0.665
836,AURKB,RB1,1,0.585
837,AURKB,RPA1,1,0.534
838,AURKB,TP53,-1,0.984
839,AURKB,YY1,1,0.495
840,AURKB,VIM,-1,0.95
841,AURKB,CHMP4C,1,0.648
842,AURKB,CKAP2,1,0.394
843,AURKB,DES,1,0.966
844,AURKB,DIAPH2,1,0.151
845,AURKB,HDAC9,-1,0.316
846,AURKB,KIF23,1,0.996
847,AURKB,MAPRE3,1,0.762
848,AURKB,MIS18BP1,1,0.276
849,AURKB,NSUN2,-1,0.981
850,AURKB,STMN1,1,0.928
851,AURKC,HIST1H3D,1,0.616
852,AURKC,HIST1H3H,1,0.616
853,AURKC,HIST1H3J,1,0.616
854,AVEN,APAF1,-1,0.694
855,AVEN,ATM,1,0.482
856,AVP,AVPR2,1,0.984
857,AVP,AVPR1A,1,0.976
858,AVP,AVPR1B,1,0.97
859,AVPR2,GNAS,1,0.898
860,AXIN1,APC,1,0.997
861,AXIN1,CSNK1A1,1,0.99
862,AXIN1,CSNK1D,1,0.95
863,AXIN1,GSK3A,1,0.988
864,AXIN1,MAP3K1,1,0.765
865,AXIN1,MAP3K4,1,0.589
866,AXIN1,MYC,1,0.977
867,AXIN1,PIAS1,-1,0.475
868,AXIN1,RNF111,1,0.944
869,AXIN1,SMAD3,1,0.978
870,AXIN1,TP53,1,0.807
871,AXL,GRAP,1,0.205
872,AXL,PIK3CG,1,0.703
873,AXL,PLCG1,1,0.879
874,AXL,SOCS1,1,0.809
875,AXL,SRC,1,0.879
876,AXL,TNS2,1,0.81
877,B2M,HLA-E,1,0.995
878,BABAM1,BRCA1,1,0.958
879,BACE1,APP,1,0.995
880,BACE1,SELPLG,1,0.476
881,BACE2,APP,1,0.725
882,BACH1,NFE2L2,-1,0.411
883,BAD,BAK1,1,0.512
884,BAD,BAX,1,0.557
885,BAD,BCL2L2,-1,0.517
886,BAD,BCL2L2-PABPN1,-1,0.435
887,BAD,CYCS,1,0.927
888,BAD,TP53,1,0.277
889,BAG2,STUB1,1,0.539
890,BAG4,TNFRSF1A,-1,0.954
891,BAG5,PRKN,1,0.596
892,BAIAP2,ABI1,1,0.987
893,BAIAP2,ACTB,1,0.933
894,BAIAP2,WASF1,1,0.963
895,BAIAP2,ENAH,1,0.926
896,BAK1,BAD,-1,0.512
897,BAK1,BAX,1,0.914
898,BAK1,CYCS,1,0.982
899,BAK1,DIABLO,1,0.973
900,BAK1,HTRA2,1,0.462
901,BAK1,AIFM1,1,0.456
902,BAK1,ENDOG,1,0.647
903,BAK1,VDAC1,1,0.926
904,BAMBI,BMPR1B,1,0.945
905,BAMBI,DVL2,1,0.923
906,BAMBI,LRP6,1,0.925
907,BAMBI,ACVRL1,1,0.422
908,BAMBI,FZD5,1,0.929
909,BANF1,EMD,1,0.997
910,BAP1,BRCA1,1,0.949
911,BARD1,BRCA1,1,0.991
912,BARD1,UBB,1,0.914
913,BAX,APAF1,1,0.981
914,BAX,BAD,-1,0.557
915,BAX,BAK1,1,0.914
916,BAX,CYCS,1,0.994
917,BAX,DIABLO,1,0.972
918,BAX,HTRA2,1,0.453
919,BAX,AIFM1,1,0.915
920,BAX,ENDOG,1,0.577
921,BAX,VDAC1,1,0.959
922,BAZ1B,H2AFX,1,0.977
923,BBC3,BAK1,1,0.869
924,BBC3,BAX,1,0.916
925,BBC3,BCL2,-1,0.991
926,BBC3,BCL2L1,-1,0.981
927,BBC3,BCL2L2,-1,0.705
928,BBC3,BCL2L2-PABPN1,-1,0.698
929,BBC3,MCL1,-1,0.987
930,BBC3,TP53,1,0.992
931,BBC3,BCL2A1,-1,0.981
932,BCAP31,BCL2,1,0.763
933,BCAP31,BCL2L1,1,0.549
934,BCAP31,CASP8,-1,0.96
935,BCAR1,CRK,1,0.997
936,BCAR1,DOCK1,1,0.988
937,BCAR1,RAPGEF1,1,0.97
938,BCAR1,SMAD3,-1,0.161
939,BCCIP,CDKN1A,1,0.909
940,BCL2,BAD,-1,0.97
941,BCL2,BAK1,-1,0.955
942,BCL2,BAX,-1,0.958
943,BCL2,BCL2L1,-1,0.978
944,BCL2,BCL2L11,-1,0.999
945,BCL2,BECN1,-1,0.949
946,BCL2,BID,-1,0.966
947,BCL2,BIK,-1,0.983
948,BCL2,CASP8,-1,0.985
949,BCL2,CYCS,-1,0.995
950,BCL2,MYC,1,0.995
951,BCL2,NLRP1,-1,0.945
952,BCL2,PARP1,-1,0.952
953,BCL2,PMAIP1,-1,0.992
954,BCL2,TP53,-1,0.998
955,BCL2,TP53AIP1,-1,0.766
956,BCL2,XRCC6,-1,0.656
957,BCL2,ITM2B,-1,0.423
958,BCL2L1,BAK1,-1,0.994
959,BCL2L1,BAX,-1,0.996
960,BCL2L1,BCL2,1,0.978
961,BCL2L1,BCL2L11,-1,0.999
962,BCL2L1,BID,-1,0.977
963,BCL2L1,BNIP3,1,0.819
964,BCL2L1,CASP9,-1,0.978
965,BCL2L1,CYCS,-1,0.997
966,BCL2L1,NLRP1,-1,0.943
967,BCL2L1,PMAIP1,-1,0.991
968,BCL2L1,TP53,-1,0.989
969,BCL2L1,VDAC1,-1,0.856
970,BCL2L1,BCL2L14,-1,0.658
971,BCL2L11,BAK1,1,0.961
972,BCL2L11,BAX,1,0.997
973,BCL2L11,BCL2,-1,0.999
974,BCL2L11,BCL2L1,-1,0.999
975,BCL2L11,BCL2L2,-1,0.924
976,BCL2L11,BCL2L2-PABPN1,-1,0.892
977,BCL2L11,MCL1,-1,0.999
978,BCL2L11,VDAC1,1,0.771
979,BCL2L11,BCL2A1,-1,0.963
980,BCL2L2,BAD,-1,0.517
981,BCL2L2,BAK1,-1,0.493
982,BCL2L2,BAX,-1,0.561
983,BCL2L2,BCL2L11,-1,0.924
984,BCL2L2,BID,-1,0.517
985,BCL2L2,BIK,-1,0.792
986,BCL2L2-PABPN1,BAD,-1,0.435
987,BCL2L2-PABPN1,BAK1,-1,0.376
988,BCL2L2-PABPN1,BAX,-1,0.35
989,BCL2L2-PABPN1,BCL2L11,-1,0.892
990,BCL2L2-PABPN1,BID,-1,0.385
991,BCL2L2-PABPN1,BIK,-1,0.792
992,BCL3,HDAC1,1,0.6
993,BCL3,HDAC3,1,0.557
994,BCL3,NFKB1,1,0.992
995,BCL3,NFKB2,1,0.993
996,BCL6,ATR,-1,0.273
997,BCL6,TP53,-1,0.988
998,BCL6,ZBTB17,-1,0.464
999,BCL6,JUND,-1,0.516
1000,BCL9,CTNNB1,1,0.989
1001,BCL9,PYGO1,1,0.999
1002,BCOR,BCL6,1,0.999
1003,BCOR,HDAC1,1,0.418
1004,BCOR,HDAC3,1,0.399
1005,BCOR,HDAC5,1,0.943
1006,BCOR,RNF2,1,0.717
1007,BCR,ABL1,1,0.997
1008,BCR,CBL,1,0.938
1009,BCR,CRK,1,0.923
1010,BCR,CRKL,1,0.975
1011,BCR,DOK1,1,0.505
1012,BCR,JAK2,1,0.98
1013,BCR,PLCG1,1,0.946
1014,BCR,RASA1,1,0.524
1015,BCR,SOS1,1,0.95
1016,BCR,YWHAQ,1,0.333
1017,BDKRB1,GNA11,1,0.915
1018,BDKRB1,GNAI3,1,0.915
1019,BDKRB1,GNAQ,1,0.954
1020,BDNF,NTF3,1,0.993
1021,BDNF,NTRK2,1,0.998
1022,BECN1,AMBRA1,1,0.991
1023,BECN1,HMGB1,1,0.794
1024,BECN1,PIK3C3,1,0.999
1025,BECN1,PIK3R4,1,0.999
1026,BFAR,CASP8,-1,0.473
1027,BHLHE40,ARNTL,-1,0.983
1028,BHLHE40,BHLHE41,-1,0.898
1029,BID,BAK1,1,0.969
1030,BID,BAX,1,0.991
1031,BID,BCL2L1,-1,0.977
1032,BID,BCL2L2,-1,0.517
1033,BID,BCL2L2-PABPN1,-1,0.385
1034,BID,CYCS,1,0.941
1035,BID,ENDOG,1,0.21
1036,BIK,BCL2,-1,0.983
1037,BIK,BCL2L1,-1,0.99
1038,BIRC2,CASP2,-1,0.848
1039,BIRC2,CASP3,-1,0.996
1040,BIRC2,CASP7,-1,0.996
1041,BIRC2,CASP8,-1,0.996
1042,BIRC2,CASP9,-1,0.994
1043,BIRC2,RIPK2,1,0.963
1044,BIRC2,TRAF2,-1,0.985
1045,BIRC3,BIRC2,1,0.94
1046,BIRC3,CASP3,-1,0.995
1047,BIRC3,CASP7,-1,0.995
1048,BIRC3,CASP8,-1,0.982
1049,BIRC3,CASP9,-1,0.986
1050,BIRC3,DIABLO,-1,0.975
1051,BIRC3,RIPK1,1,0.974
1052,BIRC3,RIPK2,1,0.963
1053,BIRC3,TRAF2,-1,0.997
1054,BIRC7,CASP3,-1,0.969
1055,BIRC7,CASP7,-1,0.843
1056,BIRC7,CASP9,-1,0.981
1057,BIRC7,DIABLO,-1,0.872
1058,BIRC8,CASP9,-1,0.967
1059,BLK,CBL,1,0.943
1060,BLK,EGFR,1,0.923
1061,BLK,GAB1,1,0.169
1062,BLK,FCGR2B,1,0.393
1063,BLM,CDK1,1,0.772
1064,BLM,FEN1,1,0.942
1065,BLM,TP53,1,0.961
1066,BLM,TP53BP1,1,0.851
1067,BLNK,GRB2,1,0.963
1068,BLNK,PLCG1,1,0.979
1069,BLNK,PLCG2,1,0.983
1070,BLNK,SYK,1,0.995
1071,BLNK,VAV1,1,0.989
1072,BLVRA,ATF2,1,0.468
1073,BLVRA,HMOX1,1,0.969
1074,BMF,BCL2,-1,0.987
1075,BMF,BCL2L1,-1,0.786
1076,BMF,MCL1,-1,0.772
1077,BMI1,RNF2,1,0.999
1078,BMP10,ACVRL1,1,0.807
1079,BMP15,BMPR1B,1,0.788
1080,BMP15,BMPR2,1,0.822
1081,BMP2,ACVR1,1,0.987
1082,BMP2,ACVR2B,1,0.986
1083,BMP2,BMPR2,1,0.99
1084,BMP2,CHRD,1,0.994
1085,BMP2,MGP,1,0.59
1086,BMP2,RUNX2,1,0.927
1087,BMP2,SHH,-1,0.94
1088,BMP2,SMAD1,1,0.973
1089,BMP2,SMAD5,1,0.988
1090,BMP2,SMAD9,1,0.983
1091,BMP2,ACTR2,1,0.31
1092,BMP2,ALPL,1,0.518
1093,BMP4,BMPR2,1,0.992
1094,BMP6,SMAD5,1,0.985
1095,BMP7,ACVR2A,1,0.985
1096,BMP7,ACVR2B,1,0.855
1097,BMP7,BMPR1B,1,0.986
1098,BMP7,BMPR2,1,0.992
1099,BMP7,SOSTDC1,1,0.973
1100,BMPR1B,NEUROD1,1,0.151
1101,BMPR1B,SMAD1,1,0.974
1102,BMPR1B,SMAD5,1,0.983
1103,BMPR1B,SMAD9,1,0.987
1104,BMPR2,ACVR1,1,0.97
1105,BMPR2,BMPR1B,1,0.971
1106,BMPR2,TRPC1,1,0.814
1107,BMPR2,DYNLT1,1,0.892
1108,BMPR2,LIMK1,1,0.882
1109,BMX,ASAP3,1,0.198
1110,BMX,CBL,1,0.199
1111,BMX,CRK,1,0.316
1112,BMX,PTK2,1,0.459
1113,BNIP2,CDC42,1,0.974
1114,BNIP3,BCL2,-1,0.89
1115,BNIP3,BCL2L1,-1,0.819
1116,BNIP3,RHEB,-1,0.952
1117,BNIP3L,BCL2,-1,0.8
1118,BNIP3L,BCL2L1,-1,0.661
1119,BNIP3L,GABARAPL1,1,0.612
1120,BOC,SHH,1,0.975
1121,BRAF,MAP2K1,1,0.999
1122,BRAF,MAP2K2,1,0.991
1123,BRAF,MAPK1,1,0.963
1124,BRAF,MAPK3,1,0.961
1125,BRAF,SFN,1,0.943
1126,BRAF,YWHAB,1,0.951
1127,BRAF,YWHAG,1,0.946
1128,BRAF,YWHAH,1,0.946
1129,BRAF,YWHAQ,1,0.941
1130,BRAF,YWHAZ,1,0.948
1131,BRCA1,ABL1,-1,0.96
1132,BRCA1,AR,1,0.668
1133,BRCA1,ATM,1,0.99
1134,BRCA1,CCND1,1,0.715
1135,BRCA1,ESR1,-1,0.982
1136,BRCA1,FANCD2,1,0.984
1137,BRCA1,FHL2,1,0.402
1138,BRCA1,GADD45A,1,0.947
1139,BRCA1,H2AFX,1,0.989
1140,BRCA1,MAP3K3,1,0.373
1141,BRCA1,NFKB1,1,0.544
1142,BRCA1,PALB2,1,0.982
1143,BRCA1,PGR,-1,0.806
1144,BRCA1,RAD51,1,0.991
1145,BRCA1,SOX2,1,0.229
1146,BRCA1,UBB,1,0.937
1147,BRCC3,HIST1H2BJ,-1,0.901
1148,BRD4,CDK9,1,0.862
1149,BRD8,PPARG,1,0.36
1150,BRK1,ARPC3,1,0.949
1151,BRSK1,CDC25B,-1,0.861
1152,BRSK1,CDC25C,-1,0.835
1153,BRSK2,PRKAA1,1,0.225
1154,BTAF1,TBP,1,0.99
1155,BTC,EGFR,1,0.987
1156,BTC,ERBB4,1,0.976
1157,BTG1,PRMT1,1,0.969
1158,BTG1,HOXB9,1,0.551
1159,BTG2,CCND1,-1,0.965
1160,BTG2,PRMT1,1,0.976
1161,BTG2,HOXB9,1,0.971
1162,BTK,BMX,1,0.383
1163,BTK,FAS,-1,0.669
1164,BTK,GRB2,1,0.486
1165,BTK,ITK,1,0.931
1166,BTK,PIK3AP1,1,0.94
1167,BTK,PLCG1,1,0.947
1168,BTK,PLCG2,1,0.983
1169,BTK,RAD51,1,0.329
1170,BTK,STAT5B,1,0.388
1171,BTK,SYK,1,0.956
1172,BTK,TEC,1,0.931
1173,BTK,TIRAP,-1,0.689
1174,BTK,NFKBIA,1,0.446
1175,BTK,SRSF10,1,0.2
1176,BTRC,CDC25A,1,0.707
1177,BTRC,EZH2,-1,0.358
1178,BTRC,FBXO5,-1,0.967
1179,BTRC,GLI1,-1,0.972
1180,BTRC,GLI2,-1,0.968
1181,BTRC,NFKB1,-1,0.956
1182,BTRC,NFKB2,-1,0.951
1183,BTRC,NFKBIB,-1,0.948
1184,BTRC,PDCD4,-1,0.596
1185,BTRC,PER1,-1,0.938
1186,BTRC,RAP1GAP,-1,0.388
1187,BTRC,RELA,1,0.947
1188,BTRC,SMAD3,-1,0.472
1189,BTRC,SMAD4,-1,0.515
1190,BTRC,TP63,1,0.438
1191,BTRC,WEE1,-1,0.538
1192,BTRC,YAP1,-1,0.878
1193,BTRC,NFKBIA,-1,0.965
1194,BUB1,CDK1,1,0.998
1195,BUB1,LIG1,1,0.537
1196,BUB1,PLK1,1,0.997
1197,BUB1,PPP2R5D,1,0.9
1198,BUB1,SMC1A,1,0.958
1199,BUB1,CENPS,1,0.944
1200,BUB1B,ANAPC1,-1,0.999
1201,BUB1B,ANAPC4,-1,0.999
1202,BUB1B,ANAPC7,-1,0.996
1203,BUB1B,CDK1,1,0.999
1204,BUB1B,PTTG1,1,0.944
1205,BUB3,ANAPC4,-1,0.978
1206,BUB3,CDC27,-1,0.994
1207,C1D,NR1D1,1,0.324
1208,C1S,C4A,1,0.956
1209,C1S,C4B,1,0.969
1210,C2,C3,1,0.968
1211,C3,C5,1,0.99
1212,C3,LRP1,1,0.563
1213,C3,C3AR1,1,0.968
1214,C3,ITGAX,1,0.956
1215,C4BPA,C4B,-1,0.987
1216,C5,C3,1,0.99
1217,C5,C5AR1,1,0.969
1218,C5,C6,1,0.99
1219,C8A,C9,1,0.958
1220,C9,CD59,-1,0.949
1221,CA2,SLC9A1,-1,0.835
1222,CAB39,PRKAA1,1,0.966
1223,CABIN1,PPP3CA,-1,0.976
1224,CABLES2,TP53,1,0.36
1225,CABP1,CAMK2A,-1,0.569
1226,CABP1,TRPC5,-1,0.179
1227,CABP1,ITPR1,1,0.504
1228,CALR,AR,-1,0.517
1229,CALR,LPL,1,0.424
1230,CALR,P4HB,-1,0.987
1231,CALR,SCARF1,1,0.941
1232,CAMK1,CAMKK1,1,0.53
1233,CAMK1,CREB1,1,0.945
1234,CAMK1,GAPDH,1,0.492
1235,CAMK1,NUMB,-1,0.163
1236,CAMK1,HDAC9,1,0.492
1237,CAMK1,SYN1,-1,0.801
1238,CAMK2A,ARHGAP32,-1,0.259
1239,CAMK2A,DLG1,1,0.975
1240,CAMK2A,ETS1,-1,0.364
1241,CAMK2A,FBXO43,-1,0.821
1242,CAMK2A,PRKAR1A,1,0.233
1243,CAMK2A,RASGRF1,1,0.906
1244,CAMK2A,RCHY1,-1,0.341
1245,CAMK2A,RIMS1,1,0.317
1246,CAMK2A,RPH3A,1,0.231
1247,CAMK2A,SMAD2,-1,0.946
1248,CAMK2A,STX3,-1,0.223
1249,CAMK2A,SYNGAP1,-1,0.575
1250,CAMK2A,SYT1,1,0.379
1251,CAMK2A,TIAM1,1,0.153
1252,CAMK2A,SYN1,-1,0.656
1253,CAMK2A,ADCY3,-1,0.809
1254,CAMK2A,ATP2A2,1,0.691
1255,CAMK2A,CHAT,1,0.483
1256,CAMK2A,GRIA1,1,0.971
1257,CAMK2A,GRIA4,1,0.948
1258,CAMK2A,HRH1,-1,0.163
1259,CAMK2A,ITPKA,1,0.377
1260,CAMK2A,KCND2,1,0.434
1261,CAMK2A,MAP2,1,0.266
1262,CAMK2A,RYR1,1,0.599
1263,CAMK2A,RYR2,1,0.871
1264,CAMK2A,TH,1,0.21
1265,CAMK2B,CTNNB1,-1,0.217
1266,CAMK2B,GSK3A,-1,0.199
1267,CAMK2B,STAT1,1,0.901
1268,CAMK2D,CREB1,1,0.953
1269,CAMK2D,HDAC4,1,0.444
1270,CAMK2D,PRKACA,1,0.384
1271,CAMK2D,STAT1,1,0.94
1272,CAMK2D,CACNB2,1,0.819
1273,CAMK2D,SCN5A,-1,0.899
1274,CAMK2G,HDAC5,-1,0.935
1275,CAMK2G,STAT1,1,0.964
1276,CAMK2G,SYN1,1,0.912
1277,CAMK4,CREB1,1,0.986
1278,CAMK4,CREBBP,1,0.926
1279,CAMK4,HDAC4,-1,0.955
1280,CAMK4,HDAC5,-1,0.933
1281,CAMK4,NFATC4,1,0.277
1282,CAMK4,NOS1,-1,0.359
1283,CAMK4,PHB2,-1,0.427
1284,CAMK4,SYN1,1,0.649
1285,CAMK4,HNRNPL,1,0.496
1286,CAMKK1,CAMK4,1,0.951
1287,CAMKK1,PRKAA1,1,0.939
1288,CAMKK1,PRKAA2,1,0.913
1289,CAMKK2,AKT1,1,0.258
1290,CAMKK2,CAMK1,1,0.532
1291,CAMKK2,CAMK4,1,0.953
1292,CAMKK2,CAMKK1,1,0.903
1293,CAMKK2,PIK3C3,1,0.231
1294,CAMKK2,PRKAA1,1,0.929
1295,CAMKK2,PRKAA2,1,0.931
1296,CAMKK2,PRKACA,1,0.388
1297,CAMKK2,PRKAG1,1,0.941
1298,CAPN1,BCL2,-1,0.22
1299,CAPN1,BCL2L1,-1,0.359
1300,CAPN1,BID,1,0.285
1301,CAPN1,CBL,-1,0.375
1302,CAPN1,CDK5R1,1,0.879
1303,CAPN1,EZR,1,0.939
1304,CAPN1,GSK3A,1,0.197
1305,CAPN1,GSK3B,1,0.197
1306,CAPN1,IL1A,1,0.36
1307,CAPN1,SRC,1,0.912
1308,CAPN1,MAPT,-1,0.178
1309,CAPN2,BCL2,-1,0.357
1310,CAPN2,BID,1,0.285
1311,CAPN2,CDK5R1,1,0.876
1312,CAPN2,GSK3A,1,0.197
1313,CAPN2,GSK3B,1,0.197
1314,CAPN2,PTPN1,-1,0.423
1315,CAPN2,MAPT,-1,0.477
1316,CAPN2,TNS1,-1,0.375
1317,CAPN3,GSK3A,1,0.197
1318,CAPN3,GSK3B,1,0.282
1319,CAPN3,MAPT,-1,0.178
1320,CAPN3,FLNC,1,0.538
1321,CAPNS1,CAPN2,1,0.98
1322,CARD11,CHUK,1,0.946
1323,CARD11,MALT1,1,0.993
1324,CARD16,CASP1,-1,0.482
1325,CARD17,CASP1,-1,0.386
1326,CARD17,CASP5,-1,0.171
1327,CARD17,PYCARD,-1,0.232
1328,CARD18,CASP5,-1,0.482
1329,CARD18,NLRC4,-1,0.215
1330,CARD18,NLRP1,-1,0.396
1331,CARD18,PYCARD,-1,0.888
1332,CARD18,NLRP2,-1,0.424
1333,CARD6,RIPK2,1,0.96
1334,CARD9,MAPK14,1,0.924
1335,CARD9,MAPK8,1,0.212
1336,CARD9,RIPK2,1,0.937
1337,CARM1,CREBBP,1,0.971
1338,CARM1,CTNNB1,1,0.503
1339,CARM1,EP300,1,0.979
1340,CARM1,PAX7,1,0.493
1341,CARM1,SMARCC1,1,0.747
1342,CASP1,CASP3,1,0.925
1343,CASP1,CASP5,-1,0.932
1344,CASP1,CASP7,1,0.269
1345,CASP1,CAST,-1,0.545
1346,CASP1,FGF2,1,0.559
1347,CASP1,GAPDH,-1,0.547
1348,CASP1,IL18,1,0.991
1349,CASP1,IL1A,1,0.965
1350,CASP1,MEFV,1,0.949
1351,CASP1,NLRP1,-1,0.989
1352,CASP1,PRKN,-1,0.426
1353,CASP1,PYCARD,-1,0.987
1354,CASP1,TIRAP,1,0.627
1355,CASP1,TP53,1,0.977
1356,CASP1,NLRP2,-1,0.614
1357,CASP1,IL33,1,0.717
1358,CASP1,IL37,1,0.555
1359,CASP10,BID,1,0.944
1360,CASP10,CASP3,1,0.944
1361,CASP10,CASP7,1,0.942
1362,CASP10,RIPK1,-1,0.954
1363,CASP10,TP53,1,0.95
1364,CASP2,BID,1,0.899
1365,CASP2,CASP3,1,0.956
1366,CASP2,CASP7,1,0.958
1367,CASP2,CASP8,1,0.542
1368,CASP2,CYCS,1,0.83
1369,CASP2,DIABLO,1,0.684
1370,CASP2,RIPK1,1,0.928
1371,CASP2,TRAF2,1,0.915
1372,CASP2,AIFM1,1,0.359
1373,CASP2,GOLGA3,-1,0.627
1374,CASP3,AKT1,-1,0.971
1375,CASP3,AR,1,0.691
1376,CASP3,ATG4D,1,0.433
1377,CASP3,BAD,1,0.927
1378,CASP3,BCL2,-1,0.985
1379,CASP3,BID,1,0.625
1380,CASP3,BIRC2,-1,0.996
1381,CASP3,CASP10,1,0.944
1382,CASP3,CASP2,1,0.956
1383,CASP3,CASP6,1,0.961
1384,CASP3,CASP7,1,0.916
1385,CASP3,CASP8,1,0.943
1386,CASP3,CASP9,1,0.961
1387,CASP3,CDKN1A,1,0.921
1388,CASP3,DCC,1,0.944
1389,CASP3,EIF3J,-1,0.489
1390,CASP3,EIF4EBP1,-1,0.51
1391,CASP3,GATA1,1,0.47
1392,CASP3,GORASP1,-1,0.533
1393,CASP3,GZMB,1,0.985
1394,CASP3,IKBKB,-1,0.488
1395,CASP3,KRT18,1,0.653
1396,CASP3,MAPK14,1,0.967
1397,CASP3,MCL1,-1,0.853
1398,CASP3,MLH1,1,0.527
1399,CASP3,PAK2,1,0.957
1400,CASP3,PARP1,-1,0.997
1401,CASP3,PKN1,1,0.471
1402,CASP3,PPP3CA,1,0.457
1403,CASP3,PSIP1,-1,0.442
1404,CASP3,PTCH1,-1,0.334
1405,CASP3,PTK2,-1,0.484
1406,CASP3,PXN,-1,0.598
1407,CASP3,RAD51,1,0.707
1408,CASP3,RB1,-1,0.976
1409,CASP3,RELA,-1,0.539
1410,CASP3,ROCK1,1,0.976
1411,CASP3,SREBF1,1,0.925
1412,CASP3,SRP72,1,0.369
1413,CASP3,STK3,1,0.966
1414,CASP3,STK4,1,0.953
1415,CASP3,TGM2,1,0.57
1416,CASP3,TOP1,1,0.967
1417,CASP3,TP73,1,0.243
1418,CASP3,XIAP,-1,0.999
1419,CASP3,NFKBIA,1,0.599
1420,CASP3,PIP5K1A,1,0.36
1421,CASP3,ACIN1,1,0.959
1422,CASP3,ARHGDIB,1,0.945
1423,CASP3,ATN1,1,0.499
1424,CASP3,CAD,1,0.441
1425,CASP3,DFFB,1,0.96
1426,CASP3,DSG1,1,0.91
1427,CASP3,EIF2S1,1,0.585
1428,CASP3,EIF2S2,-1,0.184
1429,CASP3,GAS2,1,0.92
1430,CASP3,PARG,1,0.475
1431,CASP3,PTBP1,1,0.94
1432,CASP3,RFC1,1,0.937
